Item_Identifier,Outlet_Identifier,Item_Outlet_Sales (Predicted)
FDR24,OUT018,1412.721813
FDW59,OUT049,1329.689967
FDS22,OUT049,962.7569674
FDW24,OUT017,962.7569674
FDU24,OUT035,1613.758924
FDA21,OUT027,5085.079298
FDH58,OUT027,2835.938477
FDW36,OUT018,1412.721813
FDI45,OUT027,5123.844141
FDU01,OUT018,2841.743322
FDF35,OUT027,2978.314765
FDU43,OUT019,1140.462698
FDE24,OUT019,804.4210624
FDK50,OUT049,2865.801465
FDG31,OUT045,1097.840615
FDC60,OUT045,1570.447925
FDL36,OUT013,1613.758924
FDP21,OUT013,3131.132681
FDW16,OUT045,1570.447925
FDX02,OUT017,3520.439369
FDQ58,OUT027,4342.926421
FDT51,OUT046,1779.895111
FDD59,OUT049,1193.900669
NCM42,OUT018,1546.35698
FDA57,OUT018,900.2563135
FDZ48,OUT035,1779.895111
FDE46,OUT045,2511.642001
NCZ30,OUT019,585.4516073
FDB56,OUT017,3131.132681
FDA25,OUT027,2784.762608
FDD20,OUT013,1876.869728
FDL25,OUT013,1613.758924
NCO18,OUT049,2970.813161
FDJ45,OUT017,962.7569674
FDR12,OUT035,2943.624191
NCF19,OUT010,153.985044
FDK25,OUT046,2865.801465
NCR17,OUT046,1779.895111
FDC52,OUT046,2511.642001
NCA54,OUT017,3131.132681
FDR45,OUT010,509.1381994
NCM19,OUT049,1852.05947
FDF39,OUT027,5421.657104
FDX23,OUT049,1613.758924
FDD58,OUT027,2835.938477
FDX28,OUT013,1613.758924
NCD31,OUT013,2865.801465
FDU57,OUT018,2431.094061
FDI27,OUT046,962.7569674
NCM42,OUT046,1613.758924
FDD32,OUT027,1913.124206
FDI34,OUT013,3520.439369
NCM29,OUT049,1876.869728
FDG46,OUT018,1506.500274
DRC01,OUT010,153.985044
FDB15,OUT027,5294.405022
NCA17,OUT027,3943.98115
FDF10,OUT046,2511.642001
FDR26,OUT027,4794.973801
FDI02,OUT049,1779.895111
NCM54,OUT010,267.2607233
FDF14,OUT013,2511.642001
FDJ33,OUT010,248.5863891
FDM20,OUT035,3674.451961
FDC03,OUT027,5294.405022
NCX05,OUT046,1876.869728
NCM41,OUT027,2531.047174
NCU29,OUT010,374.4686871
FDQ59,OUT017,1329.689967
FDH46,OUT010,224.8035513
FDH09,OUT013,940.5948678
NCD06,OUT045,962.7569674
FDC15,OUT035,2543.386963
DRD37,OUT027,1686.954472
FDT28,OUT027,3943.98115
FDR28,OUT027,4739.109427
FDT38,OUT017,1329.689967
FDV34,OUT027,1890.255858
FDY52,OUT035,1062.143099
FDB34,OUT013,1329.689967
DRL23,OUT018,1412.721813
DRB24,OUT046,2511.642001
FDJ50,OUT046,962.7569674
FDQ49,OUT035,2511.642001
FDP20,OUT035,1876.869728
FDV19,OUT027,5067.979766
NCR54,OUT045,3131.132681
FDO09,OUT010,508.5606106
FDS57,OUT018,2431.094061
FDN10,OUT049,1876.869728
FDV23,OUT049,1876.869728
FDY28,OUT049,3520.439369
DRG51,OUT013,2865.801465
FDD45,OUT019,468.8975519
NCL18,OUT027,5209.802561
NCM29,OUT013,1876.869728
FDF17,OUT027,5421.657104
FDE22,OUT017,2865.801465
FDQ22,OUT017,962.7569674
FDS01,OUT013,2970.813161
FDW35,OUT027,1896.827506
FDJ33,OUT046,1876.869728
NCF54,OUT035,2970.813161
FDE09,OUT013,1779.895111
NCE06,OUT045,2865.801465
DRH49,OUT049,1193.900669
FDY43,OUT045,2865.801465
NCT05,OUT017,3674.451961
FDZ34,OUT045,3131.132681
FDL38,OUT017,1329.689967
FDZ31,OUT017,3131.132681
FDR14,OUT035,962.7569674
NCN54,OUT049,1193.900669
NCC42,OUT027,2865.106572
FDK08,OUT017,1613.758924
FDP59,OUT013,1613.758924
FDV22,OUT035,2511.642001
FDD33,OUT035,3674.451961
DRE60,OUT027,4965.130309
FDK52,OUT046,3520.439369
FDA02,OUT017,2511.642001
FDM56,OUT049,1613.758924
FDE57,OUT035,1876.869728
FDM32,OUT045,1570.447925
NCQ30,OUT027,3222.393165
FDQ27,OUT027,2784.762608
FDT60,OUT027,3031.299525
FDU43,OUT049,3674.451961
NCO55,OUT035,1685.923283
FDG02,OUT045,3131.132681
FDJ28,OUT013,3131.132681
FDP40,OUT045,1736.584111
FDJ38,OUT045,3131.132681
NCC54,OUT017,3674.451961
NCZ41,OUT046,1876.869728
FDK38,OUT019,892.4361276
FDU52,OUT013,2511.642001
FDC40,OUT046,1193.900669
NCR30,OUT017,1193.900669
NCN18,OUT017,1779.895111
FDB50,OUT035,1193.900669
FDG04,OUT013,3131.132681
FDR26,OUT035,2970.813161
NCT17,OUT018,2841.743322
FDX35,OUT027,5294.405022
FDS12,OUT046,1876.869728
NCZ29,OUT027,2784.762608
FDB38,OUT010,427.5891216
FDP12,OUT013,940.5948678
FDP22,OUT046,962.7569674
FDS26,OUT018,3125.475166
FDR52,OUT046,3131.132681
DRJ13,OUT046,2865.801465
FDU48,OUT027,3111.643488
FDE29,OUT035,1062.143099
NCT29,OUT049,1876.869728
DRK37,OUT018,2841.743322
FDK55,OUT046,1329.689967
FDR07,OUT046,1613.758924
FDO21,OUT027,5236.835593
FDK46,OUT049,3674.451961
FDB12,OUT045,1570.447925
FDT31,OUT027,5413.949638
FDJ33,OUT045,1833.558728
FDC26,OUT027,2784.762608
NCQ02,OUT045,3131.132681
FDP08,OUT010,500.9484784
FDB11,OUT027,5294.405022
FDV55,OUT013,2511.642001
FDW20,OUT049,1876.869728
NCJ18,OUT019,629.6392911
FDC41,OUT018,1066.504819
FDE14,OUT027,2784.762608
FDG35,OUT013,2970.813161
FDF45,OUT035,962.7569674
FDS19,OUT027,1913.124206
FDS58,OUT019,871.225165
FDA26,OUT017,3520.439369
FDM32,OUT049,1329.689967
FDL45,OUT046,1876.869728
FDZ55,OUT049,2865.801465
FDY37,OUT049,1876.869728
FDO46,OUT046,3131.132681
FDQ60,OUT046,1876.869728
FDA19,OUT018,1603.474891
FDL15,OUT046,2511.642001
FDM10,OUT018,3125.475166
NCL05,OUT017,962.7569674
DRK49,OUT010,153.985044
NCE18,OUT027,5337.054643
FDG40,OUT049,962.7569674
DRI59,OUT045,3520.439369
FDK28,OUT035,3674.451961
NCD06,OUT019,173.4398496
FDO11,OUT019,1140.462698
FDK27,OUT046,1876.869728
FDT43,OUT027,1913.124206
FDD38,OUT018,1412.721813
FDA16,OUT049,3520.439369
FDL14,OUT027,4342.926421
NCM17,OUT049,962.7569674
FDD20,OUT045,1833.558728
FDA40,OUT045,1570.447925
FDL43,OUT045,1193.900669
FDV15,OUT045,1570.447925
FDE52,OUT046,1613.758924
NCL17,OUT010,363.6019857
NCJ31,OUT045,3959.441473
FDR60,OUT045,1193.900669
NCA18,OUT035,1876.869728
FDS21,OUT027,1890.255858
FDW09,OUT035,1193.900669
FDL26,OUT035,2511.642001
FDS47,OUT018,1412.721813
FDC39,OUT046,3131.132681
FDT51,OUT035,1779.895111
FDK40,OUT035,3674.451961
NCG19,OUT045,3674.451961
FDZ07,OUT046,1062.143099
FDF08,OUT027,2605.09139
FDO04,OUT013,940.5948678
FDK41,OUT018,1412.721813
FDP15,OUT049,3674.451961
NCD43,OUT018,1546.35698
NCP18,OUT013,2511.642001
FDZ51,OUT046,1613.758924
DRH13,OUT035,1613.758924
FDF38,OUT045,962.7569674
NCI43,OUT045,962.7569674
FDM38,OUT027,1930.864944
FDS03,OUT013,1075.678515
DRJ47,OUT017,2970.813161
FDT50,OUT010,206.6022873
FDV02,OUT046,2970.813161
NCG18,OUT017,1613.758924
FDW52,OUT046,2865.801465
FDS40,OUT035,962.7569674
FDN31,OUT017,3131.132681
FDA37,OUT045,1833.558728
FDA15,OUT046,3674.451961
FDL39,OUT046,3131.132681
FDJ53,OUT045,1833.558728
FDX22,OUT013,3131.132681
NCZ42,OUT045,3674.451961
FDD56,OUT027,5313.17116
FDD40,OUT017,3131.132681
FDS50,OUT013,3520.439369
NCN14,OUT013,3131.132681
FDT15,OUT013,3131.132681
NCS18,OUT027,2686.058062
NCO26,OUT010,267.2607233
FDF58,OUT018,900.2563135
NCB19,OUT013,1329.689967
FDH26,OUT017,1876.869728
DRB24,OUT027,4303.757205
FDA49,OUT018,1412.721813
FDB32,OUT045,1570.447925
FDI36,OUT017,3131.132681
NCA17,OUT010,374.4686871
FDH22,OUT013,1876.869728
NCM26,OUT018,2431.094061
FDT15,OUT027,5085.079298
FDB16,OUT018,1412.721813
NCP54,OUT027,3222.393165
FDJ36,OUT013,1613.758924
FDO28,OUT045,1833.558728
FDU09,OUT013,940.5948678
FDF29,OUT017,1876.869728
FDY08,OUT013,1876.869728
DRJ59,OUT018,900.2563135
FDT23,OUT027,1998.599273
FDU15,OUT018,900.2563135
FDT47,OUT013,1613.758924
FDI53,OUT019,932.3231147
FDR59,OUT018,3125.475166
FDD53,OUT035,962.7569674
FDY51,OUT017,3520.439369
FDT04,OUT049,962.7569674
FDU51,OUT049,2970.813161
FDG14,OUT035,2511.642001
NCU06,OUT045,3520.439369
DRG25,OUT046,3131.132681
DRH49,OUT035,1329.689967
FDN15,OUT035,1876.869728
FDL43,OUT018,1066.504819
NCT18,OUT049,3131.132681
NCB31,OUT013,3674.451961
FDK57,OUT035,1876.869728
FDY04,OUT019,872.1587743
NCP54,OUT046,1876.869728
FDF41,OUT013,3674.451961
FDM01,OUT045,1570.447925
FDW03,OUT045,1570.447925
FDF28,OUT045,1833.558728
FDY37,OUT017,1876.869728
FDQ03,OUT017,3674.451961
FDP51,OUT027,2784.762608
FDJ40,OUT017,1779.895111
FDC32,OUT049,1613.758924
DRI49,OUT027,2429.008532
NCW54,OUT017,962.7569674
FDF09,OUT017,962.7569674
FDP45,OUT018,3125.475166
DRJ23,OUT018,2841.743322
FDS59,OUT017,1779.895111
FDY08,OUT046,1876.869728
FDX16,OUT049,2511.642001
FDY16,OUT018,2841.743322
FDK32,OUT035,2511.642001
FDQ22,OUT013,940.5948678
NCC31,OUT018,2394.496879
FDG58,OUT049,2511.642001
DRF48,OUT013,3131.132681
DRH36,OUT049,1193.900669
NCR30,OUT035,1193.900669
FDB03,OUT019,835.1277442
FDZ28,OUT027,2784.762608
FDR35,OUT017,3131.132681
DRD15,OUT027,5421.657104
FDJ33,OUT019,609.9725888
FDA56,OUT010,267.2607233
FDP56,OUT046,962.7569674
NCT30,OUT046,962.7569674
FDK15,OUT017,1613.758924
FDH44,OUT018,2431.094061
FDV01,OUT013,2511.642001
DRG03,OUT017,2511.642001
FDG50,OUT027,2531.047174
FDR16,OUT010,535.3358199
FDZ60,OUT046,1613.758924
DRG03,OUT045,2511.642001
FDS56,OUT018,3125.475166
FDU33,OUT045,962.7569674
DRD27,OUT035,1613.758924
FDW22,OUT046,3520.439369
DRA24,OUT045,2865.801465
FDF38,OUT049,962.7569674
FDX48,OUT013,2589.464728
FDS58,OUT018,2736.731625
FDC32,OUT046,1613.758924
NCQ29,OUT045,3674.451961
DRK39,OUT018,1412.721813
NCS38,OUT017,1779.895111
DRO47,OUT013,1779.895111
DRG27,OUT027,1839.079989
FDC57,OUT027,5750.527443
FDS55,OUT046,2511.642001
NCJ06,OUT018,1904.452427
FDO01,OUT019,585.4516073
NCM55,OUT045,3131.132681
FDC52,OUT049,2511.642001
FDQ15,OUT045,1193.900669
NCT30,OUT027,1491.396619
NCR42,OUT027,1491.396619
FDD28,OUT035,1062.143099
FDQ34,OUT049,1613.758924
FDZ12,OUT027,3111.643488
DRE13,OUT019,476.9577003
NCN07,OUT019,585.4516073
FDM28,OUT035,3131.132681
FDI10,OUT017,2970.813161
FDQ25,OUT013,2865.801465
FDA38,OUT010,507.3771343
DRI13,OUT049,3520.439369
FDY20,OUT027,2605.09139
NCZ53,OUT035,3131.132681
NCM31,OUT013,2583.80636
DRB01,OUT017,3131.132681
DRF37,OUT046,3674.451961
NCF42,OUT049,2970.813161
FDF16,OUT018,2431.094061
FDB41,OUT013,940.5948678
FDR34,OUT013,3520.439369
FDR15,OUT018,2431.094061
NCV42,OUT019,488.4769903
FDW51,OUT035,3520.439369
FDU36,OUT017,1613.758924
FDX60,OUT049,1193.900669
FDY03,OUT035,1779.895111
FDW55,OUT045,3674.451961
FDT01,OUT010,500.9484784
FDG58,OUT013,2511.642001
FDK21,OUT017,3674.451961
NCS41,OUT019,899.5318061
FDS10,OUT045,3131.132681
NCT53,OUT046,2865.801465
FDJ28,OUT018,2841.743322
FDX44,OUT045,1329.689967
FDT20,OUT018,900.2563135
FDO44,OUT017,1779.895111
NCX17,OUT049,3674.451961
FDY01,OUT017,1876.869728
FDJ12,OUT027,5203.035115
DRK35,OUT018,900.2563135
FDD47,OUT019,635.5036961
NCM53,OUT035,1613.758924
FDO45,OUT013,1329.689967
NCM42,OUT010,214.6624357
FDE04,OUT046,2970.813161
NCI30,OUT027,5209.802561
FDZ19,OUT013,2970.813161
FDW57,OUT013,2970.813161
FDA25,OUT013,1613.758924
FDT22,OUT046,1062.143099
FDP51,OUT013,1876.869728
FDD48,OUT027,3031.299525
FDY39,OUT035,3131.132681
FDO48,OUT010,469.0037754
FDD23,OUT027,5085.079298
DRN35,OUT027,1839.079989
FDT01,OUT035,3005.288439
FDC20,OUT010,153.985044
DRJ35,OUT035,1008.634742
FDB32,OUT046,1613.758924
FDL24,OUT046,3048.635888
NCV42,OUT035,1779.895111
FDZ46,OUT046,1613.758924
FDC15,OUT013,2543.386963
FDD08,OUT019,173.4398496
FDY50,OUT049,1613.758924
FDD36,OUT013,1876.869728
FDG57,OUT027,1913.124206
FDL21,OUT018,900.2563135
FDN16,OUT027,2784.762608
FDJ09,OUT027,1890.255858
FDS01,OUT010,471.0561001
FDV33,OUT017,3674.451961
DRE12,OUT017,1779.895111
FDR07,OUT013,1613.758924
FDP48,OUT010,438.5338083
NCB55,OUT035,1062.143099
FDQ08,OUT013,1039.981
FDR34,OUT035,3520.439369
FDO33,OUT046,1779.895111
FDP13,OUT045,962.7569674
FDX12,OUT049,3674.451961
NCT06,OUT049,2865.801465
FDR16,OUT019,1263.557111
FDE36,OUT046,2943.624191
FDZ36,OUT049,3131.132681
FDV13,OUT045,1329.689967
NCZ17,OUT035,962.7569674
FDU56,OUT045,3131.132681
FDM09,OUT035,2970.813161
FDV02,OUT017,2970.813161
FDS34,OUT018,1506.500274
FDA11,OUT049,1613.758924
FDP09,OUT017,3520.439369
FDB29,OUT027,2784.762608
FDT19,OUT017,2970.813161
DRH15,OUT017,962.7569674
FDY38,OUT046,3674.451961
FDF14,OUT027,3943.98115
FDN48,OUT010,214.6624357
FDQ12,OUT013,3520.439369
NCJ43,OUT045,2970.813161
FDE17,OUT019,793.583749
FDB05,OUT035,3674.451961
FDH10,OUT045,3131.132681
NCR06,OUT017,962.7569674
FDU32,OUT018,1603.474891
FDD56,OUT049,2970.813161
FDO36,OUT018,2841.743322
FDH16,OUT010,214.6624357
FDX10,OUT018,900.2563135
FDZ37,OUT017,1329.689967
FDU31,OUT010,501.5260673
DRC49,OUT049,1876.869728
FDL15,OUT045,2511.642001
FDN32,OUT019,1045.366092
DRH59,OUT027,1839.079989
NCU29,OUT049,2511.642001
FDR37,OUT019,997.171628
FDS14,OUT018,2431.094061
FDU02,OUT027,5294.405022
FDJ08,OUT035,3131.132681
NCZ06,OUT045,3674.451961
FDO31,OUT049,1193.900669
FDH31,OUT018,1412.721813
FDS58,OUT017,2865.801465
NCA53,OUT027,1839.079989
FDF50,OUT046,3131.132681
NCW42,OUT049,3520.439369
NCQ17,OUT045,2511.642001
FDK51,OUT018,3125.475166
NCW41,OUT010,374.4686871
NCR29,OUT017,962.7569674
FDB08,OUT019,846.7041835
FDA40,OUT027,2531.047174
FDL14,OUT018,2431.094061
FDB47,OUT046,3131.132681
FDO03,OUT035,3520.439369
DRK13,OUT019,736.5257825
FDX13,OUT010,509.8812291
FDF52,OUT046,3131.132681
FDT11,OUT013,3131.132681
FDB08,OUT013,2865.801465
FDQ28,OUT018,2431.094061
FDD29,OUT045,3674.451961
NCQ29,OUT027,5294.405022
NCO02,OUT013,1112.145358
FDR56,OUT010,509.8812291
NCM54,OUT049,1876.869728
FDP51,OUT035,1876.869728
FDT38,OUT013,1329.689967
FDZ20,OUT018,3125.475166
FDJ53,OUT013,1876.869728
FDX13,OUT049,3674.451961
FDP58,OUT035,3520.439369
NCK31,OUT019,173.4398496
FDA35,OUT018,1603.474891
FDV37,OUT018,2841.743322
NCO07,OUT027,5236.835593
FDA20,OUT045,3131.132681
FDZ59,OUT035,2943.624191
NCY17,OUT017,962.7569674
FDQ28,OUT035,2511.642001
FDV35,OUT017,2511.642001
FDQ36,OUT013,940.5948678
FDD34,OUT018,2736.731625
FDK51,OUT045,3674.451961
FDV31,OUT035,2970.813161
FDR04,OUT035,1613.758924
FDR14,OUT049,962.7569674
DRC36,OUT010,471.0561001
FDE39,OUT019,585.4516073
FDP57,OUT049,1613.758924
FDE57,OUT046,1876.869728
NCN18,OUT046,1779.895111
NCQ05,OUT018,2431.094061
FDW47,OUT035,1876.869728
FDV46,OUT035,1876.869728
NCP29,OUT045,1062.143099
FDE09,OUT018,1506.500274
NCU06,OUT027,5209.802561
FDT19,OUT010,500.9484784
DRF15,OUT017,2511.642001
DRI51,OUT013,2865.801465
NCX54,OUT013,1613.758924
DRE01,OUT013,3674.451961
NCB07,OUT045,3131.132681
FDU50,OUT035,1779.895111
FDG40,OUT035,962.7569674
FDW10,OUT018,2841.743322
FDX51,OUT013,3131.132681
NCP17,OUT045,1062.143099
FDP21,OUT035,3131.132681
FDL04,OUT045,1570.447925
FDV23,OUT013,1876.869728
FDF24,OUT046,1193.900669
FDH56,OUT027,2858.806824
FDB51,OUT049,1062.143099
FDI58,OUT027,2582.223043
FDR20,OUT013,940.5948678
FDC51,OUT018,1603.474891
FDB16,OUT027,2531.047174
FDE40,OUT049,1062.143099
NCM17,OUT035,962.7569674
FDU56,OUT035,3131.132681
FDS32,OUT019,585.4516073
FDX02,OUT049,3520.439369
FDT39,OUT027,3943.98115
FDE35,OUT017,962.7569674
NCI42,OUT019,947.72627
DRL23,OUT046,1613.758924
FDA10,OUT046,1876.869728
FDA11,OUT013,1613.758924
NCM06,OUT046,2511.642001
NCT05,OUT035,3674.451961
NCQ02,OUT010,471.0561001
NCY06,OUT049,1876.869728
FDY56,OUT035,3520.439369
FDL02,OUT035,1613.758924
NCI06,OUT035,2970.813161
FDQ14,OUT045,2511.642001
FDQ12,OUT017,3520.439369
FDP36,OUT046,962.7569674
FDK21,OUT027,5236.835593
FDO40,OUT045,2511.642001
NCK54,OUT019,585.4516073
FDY09,OUT018,2841.743322
NCW30,OUT049,3674.451961
NCC55,OUT027,1491.396619
FDE58,OUT018,1603.474891
FDR39,OUT013,3131.132681
FDU28,OUT049,3131.132681
FDH08,OUT017,3520.439369
FDG35,OUT045,2970.813161
FDG22,OUT049,962.7569674
FDC34,OUT035,2511.642001
FDP15,OUT018,3125.475166
FDK34,OUT010,509.1381994
FDU45,OUT035,1876.869728
FDQ04,OUT027,1839.079989
FDX22,OUT018,2841.743322
FDB45,OUT017,1613.758924
NCH43,OUT027,5209.802561
DRE60,OUT046,3520.439369
FDD17,OUT027,5421.657104
NCM54,OUT017,1876.869728
NCH55,OUT013,1876.869728
NCT06,OUT017,2865.801465
FDA48,OUT027,5349.888731
FDY58,OUT027,5421.657104
FDO25,OUT045,3520.439369
FDN50,OUT045,1570.447925
FDH35,OUT035,2865.801465
FDK09,OUT045,3520.439369
FDO16,OUT013,1329.689967
FDW11,OUT045,1062.143099
FDU47,OUT027,2922.854088
NCQ42,OUT010,267.2607233
FDK55,OUT027,2531.047174
FDN08,OUT049,1876.869728
FDT57,OUT045,3674.451961
FDJ12,OUT018,2841.743322
DRL59,OUT017,909.2486105
NCN53,OUT046,962.7569674
FDO51,OUT010,168.6000498
FDK56,OUT017,3131.132681
FDY12,OUT035,962.7569674
FDU15,OUT035,998.4544829
FDQ19,OUT046,3674.451961
DRF15,OUT045,2511.642001
DRE25,OUT019,476.9577003
FDK57,OUT018,1603.474891
FDD33,OUT010,500.9484784
FDR34,OUT027,5421.657104
FDU04,OUT045,1833.558728
FDE35,OUT019,173.4398496
NCD31,OUT035,2865.801465
FDJ56,OUT035,1847.771623
NCU53,OUT046,2865.801465
FDD39,OUT035,3520.439369
NCU17,OUT019,476.9577003
FDJ20,OUT046,1876.869728
NCW41,OUT018,2431.094061
FDL52,OUT035,962.7569674
FDS39,OUT035,1876.869728
DRJ47,OUT045,2970.813161
FDP13,OUT010,126.7182728
DRK39,OUT010,214.6624357
FDF28,OUT010,267.2607233
FDB09,OUT045,1833.558728
FDM51,OUT046,1613.758924
DRM49,OUT018,900.2563135
DRF23,OUT013,2970.813161
DRH01,OUT035,2970.813161
FDH12,OUT027,2487.128701
FDA28,OUT019,585.4516073
FDW37,OUT018,1412.721813
FDF02,OUT046,1613.758924
DRL37,OUT046,962.7569674
NCF43,OUT046,1876.869728
FDH08,OUT010,501.5260673
FDR34,OUT019,1112.156057
NCK19,OUT049,3131.132681
NCD55,OUT018,784.9126557
FDT27,OUT049,3674.451961
FDQ57,OUT045,2511.642001
FDA47,OUT035,2943.624191
DRG15,OUT027,1839.079989
FDE05,OUT018,2431.094061
FDN46,OUT046,1613.758924
FDX27,OUT027,2531.047174
FDT51,OUT045,1736.584111
FDU33,OUT013,940.5948678
FDJ16,OUT027,1839.079989
FDD20,OUT019,585.4516073
FDT36,OUT049,962.7569674
DRF15,OUT027,3943.98115
FDN52,OUT010,206.6022873
FDC22,OUT027,5294.405022
FDX15,OUT045,2865.801465
FDT13,OUT013,3131.132681
FDU04,OUT017,1876.869728
FDU31,OUT019,1140.462698
FDW59,OUT027,2588.79469
NCO29,OUT046,2865.801465
FDL15,OUT035,2511.642001
FDI41,OUT049,2511.642001
FDQ48,OUT049,1613.758924
DRI39,OUT013,940.5948678
FDI08,OUT013,3674.451961
FDC21,OUT049,1779.895111
FDF58,OUT035,1062.143099
FDS08,OUT010,509.8812291
FDE47,OUT045,1833.558728
NCP18,OUT019,793.583749
NCR41,OUT013,1613.758924
FDA27,OUT013,3674.451961
FDA43,OUT035,3131.132681
FDA49,OUT045,1329.689967
NCE55,OUT018,2805.146139
DRM49,OUT027,1686.954472
FDF22,OUT027,5421.657104
FDQ15,OUT018,1066.504819
NCS54,OUT017,2970.813161
NCY05,OUT013,940.5948678
FDR45,OUT046,3674.451961
FDK57,OUT049,1876.869728
FDF41,OUT010,500.9484784
FDV21,OUT046,1876.869728
FDD51,OUT046,962.7569674
FDF33,OUT046,1779.895111
FDA38,OUT046,3674.451961
FDR56,OUT045,3131.132681
NCN41,OUT017,1876.869728
FDC60,OUT027,2233.413267
FDB47,OUT045,3131.132681
DRH01,OUT013,2970.813161
FDW08,OUT046,1613.758924
FDF38,OUT027,1930.864944
FDY32,OUT017,2865.801465
FDG34,OUT049,1779.895111
FDG47,OUT019,1140.462698
NCF18,OUT035,3131.132681
FDL39,OUT019,899.5318061
NCH55,OUT035,1876.869728
DRJ35,OUT049,1008.634742
FDS44,OUT035,3674.451961
DRE01,OUT018,3125.475166
FDY39,OUT013,3131.132681
FDY32,OUT018,2736.731625
FDR33,OUT027,2835.938477
NCP50,OUT049,1266.065028
FDZ47,OUT018,1412.721813
FDU57,OUT049,2511.642001
FDY44,OUT013,3131.132681
DRH59,OUT018,1066.504819
FDB03,OUT027,5294.405022
FDY46,OUT045,3131.132681
FDM39,OUT045,2970.813161
FDY36,OUT035,1193.900669
NCM55,OUT035,3131.132681
FDJ50,OUT010,153.985044
DRL60,OUT013,2511.642001
NCJ54,OUT049,3520.439369
FDX59,OUT017,962.7569674
FDI07,OUT013,3131.132681
DRF51,OUT010,126.7182728
FDM14,OUT017,1779.895111
FDP21,OUT045,3131.132681
FDE40,OUT035,1062.143099
FDE05,OUT035,2511.642001
FDM13,OUT027,2865.106572
FDC34,OUT027,4129.60867
NCI55,OUT018,1904.452427
NCE43,OUT018,2700.134442
FDW58,OUT018,1412.721813
FDG60,OUT045,3674.451961
FDV31,OUT017,2970.813161
FDR47,OUT013,3131.132681
FDM60,OUT019,184.277163
NCF06,OUT018,3088.877983
NCN26,OUT027,3222.393165
FDQ59,OUT049,1329.689967
FDF09,OUT046,962.7569674
NCS06,OUT017,3674.451961
FDT44,OUT046,1876.869728
FDI19,OUT017,3674.451961
FDT22,OUT017,1062.143099
NCF54,OUT027,4710.37134
DRG25,OUT045,3131.132681
FDB59,OUT017,3131.132681
FDQ37,OUT017,3131.132681
FDP56,OUT035,962.7569674
FDW44,OUT035,2970.813161
FDJ26,OUT010,509.8812291
FDU43,OUT018,3125.475166
FDW33,OUT045,1570.447925
NCX53,OUT027,3943.98115
FDN56,OUT010,407.7896694
DRF15,OUT049,2511.642001
FDO33,OUT017,1876.869728
FDZ39,OUT010,214.6624357
NCJ19,OUT017,1034.921326
FDU01,OUT035,3131.132681
FDT12,OUT035,3520.439369
NCM18,OUT018,1033.891481
FDP19,OUT017,1876.869728
NCR42,OUT049,962.7569674
FDN10,OUT046,1876.869728
FDG44,OUT017,962.7569674
FDQ10,OUT046,2970.813161
DRH13,OUT049,1613.758924
FDT52,OUT013,3674.451961
FDM56,OUT045,1736.584111
NCO43,OUT010,214.6624357
NCV29,OUT035,2970.813161
NCF06,OUT013,3674.451961
FDO50,OUT035,1613.758924
FDT59,OUT013,3520.439369
FDX40,OUT027,1839.079989
FDE50,OUT017,3131.132681
FDX51,OUT017,3131.132681
NCD30,OUT018,1546.35698
FDK15,OUT013,1613.758924
FDL12,OUT045,1062.143099
FDK46,OUT017,3674.451961
DRH49,OUT010,195.3036302
FDQ57,OUT046,2511.642001
FDY59,OUT017,1613.758924
FDO09,OUT018,3125.475166
NCG30,OUT035,1876.869728
FDM09,OUT017,2865.801465
NCN17,OUT027,2784.762608
NCS42,OUT013,1613.758924
FDD02,OUT019,585.4516073
FDE34,OUT013,3131.132681
FDU38,OUT045,3131.132681
FDB33,OUT046,2511.642001
NCJ29,OUT017,1329.689967
FDZ27,OUT035,962.7569674
FDI40,OUT013,1613.758924
FDG22,OUT013,940.5948678
FDT51,OUT017,1779.895111
FDF20,OUT018,2841.743322
FDV50,OUT035,1876.869728
FDT02,OUT049,962.7569674
DRC49,OUT017,2511.642001
FDF26,OUT049,2511.642001
FDV52,OUT035,1876.869728
FDX59,OUT049,962.7569674
FDV25,OUT035,3520.439369
FDW23,OUT027,1948.384547
FDE53,OUT018,1412.721813
FDA19,OUT017,1876.869728
FDH22,OUT046,1876.869728
NCO41,OUT013,1613.758924
FDX12,OUT017,3674.451961
FDF17,OUT013,3131.132681
FDS11,OUT045,3520.439369
FDR51,OUT035,2511.642001
FDT49,OUT010,206.6022873
FDC56,OUT013,1876.869728
FDR13,OUT027,2784.762608
FDQ60,OUT035,1876.869728
FDN38,OUT049,3674.451961
NCL29,OUT013,2511.642001
FDO13,OUT027,4739.109427
FDE26,OUT018,2431.094061
FDA31,OUT010,500.9484784
FDX14,OUT035,1193.900669
FDA34,OUT045,2970.813161
FDF26,OUT013,2511.642001
FDE38,OUT045,2865.801465
DRI11,OUT046,1779.895111
FDQ60,OUT027,3031.299525
FDL21,OUT027,1890.255858
DRC12,OUT027,5092.382392
FDC47,OUT046,3520.439369
FDE57,OUT045,1833.558728
FDT14,OUT045,1833.558728
NCZ53,OUT046,3131.132681
FDE28,OUT018,3125.475166
FDR19,OUT035,2511.642001
NCF54,OUT019,899.5318061
FDZ08,OUT046,1193.900669
NCJ05,OUT018,2431.094061
FDF59,OUT046,1876.869728
NCO05,OUT035,1613.758924
FDW24,OUT018,900.2563135
NCX42,OUT018,2700.134442
NCA53,OUT035,962.7569674
FDI45,OUT019,899.5318061
FDG46,OUT046,1779.895111
